productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extClass,extIntellect,extLife,extCardSubType,extPower,extDefenseValue,extCost,extPitchValue,extFlavorText
225763,Flic Flak (Blue),Flic Flak Blue,https://tcgplayer-cdn.tcgplayer.com/product/225763_200w.jpg,62,2730,https://cpt.tcgcsv.com/hkQ2,2025-03-06T13:28:59.283,1,0.57,0.66,0.75,,,1st Edition Normal,Rare,KSU025,Defense Reaction,Ninja,,,,,2,0,3,
225764,Fluster Fist (Blue),Fluster Fist Blue,https://tcgplayer-cdn.tcgplayer.com/product/225764_200w.jpg,62,2730,https://cpt.tcgcsv.com/jkQ2,2025-03-06T13:28:45.23,1,1.11,1.13,1.15,1.25,,1st Edition Normal,Rare,KSU022,Action,Ninja,,,Attack,2,3,0,3,
225765,Fluster Fist (Red),Fluster Fist Red,https://tcgplayer-cdn.tcgplayer.com/product/225765_200w.jpg,62,2730,https://cpt.tcgcsv.com/kkQ2,2025-03-06T13:28:39.213,1,0.95,1.98,3.0,1.0,,1st Edition Normal,Rare,KSU010,Action,Ninja,,,Attack,4,3,0,1,
225767,Head Jab (Blue),Head Jab Blue,https://tcgplayer-cdn.tcgplayer.com/product/225767_200w.jpg,62,2730,https://cpt.tcgcsv.com/mkQ2,2025-03-06T16:12:43.933,1,2.01,2.06,2.15,,,1st Edition Normal,Common,KSU023,Action,Ninja,,,Attack,1,2,0,3,
225769,Head Jab (Red),Head Jab Red,https://tcgplayer-cdn.tcgplayer.com/product/225769_200w.jpg,62,2730,https://cpt.tcgcsv.com/pkQ2,2025-03-06T16:13:02.99,1,1.55,1.6,2.2,,,1st Edition Normal,Common,KSU011,Action,Ninja,,,Attack,3,2,0,1,
225770,Leg Tap (Red),Leg Tap Red,https://tcgplayer-cdn.tcgplayer.com/product/225770_200w.jpg,62,2730,https://cpt.tcgcsv.com/qkQ2,2025-03-06T16:13:10.92,1,0.89,1.0,1.59,1.25,,1st Edition Normal,Common,KSU012,Action,Ninja,,,Attack,4,2,1,1,
225771,Leg Tap (Yellow),Leg Tap Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225771_200w.jpg,62,2730,https://cpt.tcgcsv.com/rkQ2,2025-03-06T16:13:17.103,1,0.55,0.59,0.85,,,1st Edition Normal,Common,KSU018,Action,Ninja,,,Attack,3,2,1,2,
225773,Lunging Press,Lunging Press,https://tcgplayer-cdn.tcgplayer.com/product/225773_200w.jpg,62,2730,https://cpt.tcgcsv.com/tkQ2,2025-03-06T18:52:49.237,1,0.4,0.42,0.62,0.44,,1st Edition Normal,Common,KSU028,Attack Reaction,Generic,,,,,2,0,3,
225774,Open the Center (Red),Open the Center Red,https://tcgplayer-cdn.tcgplayer.com/product/225774_200w.jpg,62,2730,https://cpt.tcgcsv.com/vkQ2,2025-03-06T18:55:43.58,1,0.68,0.79,0.92,0.9,,1st Edition Normal,Common,KSU013,Action,Ninja,,,Attack,5,3,2,1,
225775,Rising Knee Thrust (Red),Rising Knee Thrust Red,https://tcgplayer-cdn.tcgplayer.com/product/225775_200w.jpg,62,2730,https://cpt.tcgcsv.com/wkQ2,2025-03-06T18:56:08.38,1,1.5,1.69,1.99,,,1st Edition Normal,Common,KSU014,Action,Ninja,,,Attack,3,3,0,1,
225776,Rising Knee Thrust (Yellow),Rising Knee Thrust Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225776_200w.jpg,62,2730,https://cpt.tcgcsv.com/xkQ2,2025-03-06T21:05:26.74,1,1.0,1.56,2.11,,,1st Edition Normal,Common,KSU019,Action,Ninja,,,Attack,2,3,0,2,
225777,Scar for a Scar (Red),Scar for a Scar Red,https://tcgplayer-cdn.tcgplayer.com/product/225777_200w.jpg,62,2730,https://cpt.tcgcsv.com/zkQ2,2025-03-06T21:14:05.007,1,1.0,1.64,3.25,,,1st Edition Normal,Common,KSU017,Action,Generic,,,Attack,4,2,0,1,
225779,Scour the Battlescape (Blue),Scour the Battlescape Blue,https://tcgplayer-cdn.tcgplayer.com/product/225779_200w.jpg,62,2730,https://cpt.tcgcsv.com/CkQ2,2025-03-06T21:14:38.16,1,1.1,1.13,2.18,2.13,,1st Edition Normal,Common,KSU026,Action,Generic,,,Attack,1,2,0,3,
225780,Sigil of Solace (Blue),Sigil of Solace Blue,https://tcgplayer-cdn.tcgplayer.com/product/225780_200w.jpg,62,2730,https://cpt.tcgcsv.com/DkQ2,2025-03-06T21:05:41.637,1,1.9,2.01,3.5,,,1st Edition Normal,Rare,KSU030,Instant,Generic,,,,,,0,3,
225782,Springboard Somersault,Springboard Somersault,https://tcgplayer-cdn.tcgplayer.com/product/225782_200w.jpg,62,2730,https://cpt.tcgcsv.com/GkQ2,2025-03-06T21:07:46.103,1,3.5,3.79,5.5,,,1st Edition Normal,Common,KSU021,Defense Reaction,Generic,,,,,2,0,2,
225783,Surging Strike (Red),Surging Strike Red,https://tcgplayer-cdn.tcgplayer.com/product/225783_200w.jpg,62,2730,https://cpt.tcgcsv.com/HkQ2,2025-03-06T21:17:00.907,1,1.23,1.32,1.95,,,1st Edition Normal,Common,KSU015,Action,Ninja,,,Attack,5,2,2,1,
225784,Surging Strike (Yellow),Surging Strike Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225784_200w.jpg,62,2730,https://cpt.tcgcsv.com/JkQ2,2025-03-06T21:17:17.5,1,2.47,2.66,2.95,,,1st Edition Normal,Common,KSU020,Action,Ninja,,,Attack,4,2,2,2,
225786,Whelming Gustwave (Blue),Whelming Gustwave Blue,https://tcgplayer-cdn.tcgplayer.com/product/225786_200w.jpg,62,2730,https://cpt.tcgcsv.com/LkQ2,2025-03-06T21:18:47.573,1,1.0,2.06,2.5,,,1st Edition Normal,Common,KSU024,Action,Ninja,,,Attack,1,3,0,3,
225789,Whelming Gustwave (Red),Whelming Gustwave Red,https://tcgplayer-cdn.tcgplayer.com/product/225789_200w.jpg,62,2730,https://cpt.tcgcsv.com/PkQ2,2025-03-06T21:18:51.61,1,1.0,2.61,3.5,,,1st Edition Normal,Common,KSU016,Action,Ninja,,,Attack,3,3,0,1,
225793,Wounding Blow (Blue),Wounding Blow Blue,https://tcgplayer-cdn.tcgplayer.com/product/225793_200w.jpg,62,2730,https://cpt.tcgcsv.com/TkQ2,2025-03-06T21:18:59.01,1,0.55,0.61,2.0,0.61,,1st Edition Normal,Common,KSU027,Action,Generic,,,Attack,2,3,0,3,"<em>Farmhands, villagers, and slaves - easily replaceable wretches that must be taught the joys of obedience.</em>"
