productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extCardType,extClass,extIntellect,extLife,extCardSubType,extPower,extDefenseValue,extCost,extPitchValue,extFlavorText
225335,Savage Feast (Red),Savage Feast Red,https://tcgplayer-cdn.tcgplayer.com/product/225335_200w.jpg,62,2729,https://cpt.tcgcsv.com/K8Q2,2020-10-24T00:53:16.903,1,2.0,2.32,2.49,2.1,,1st Edition Normal,Rare,RNR010,Action,Brute,,,Attack,6,3,1,1,
225336,Savage Swing (Red),Savage Swing Red,https://tcgplayer-cdn.tcgplayer.com/product/225336_200w.jpg,62,2729,https://cpt.tcgcsv.com/L8Q2,2020-10-24T00:53:25.967,1,0.24,0.44,1.15,,,1st Edition Normal,Common,RNR011,Action,Brute,,,Attack,7,3,1,1,"<em>""I should have listened - no amount of money is worth coming to this wretched place.""</em>"
225338,Smash Instinct (Red),Smash Instinct Red,https://tcgplayer-cdn.tcgplayer.com/product/225338_200w.jpg,62,2729,https://cpt.tcgcsv.com/N8Q2,2020-10-24T00:54:04.143,1,0.5,0.52,1.75,,,1st Edition Normal,Common,RNR012,Action,Brute,,,Attack,7,3,3,1,<em>Following one's instinct may be ill advised.</em>
225341,Wrecker Romp (Red),Wrecker Romp Red,https://tcgplayer-cdn.tcgplayer.com/product/225341_200w.jpg,62,2729,https://cpt.tcgcsv.com/R8Q2,2024-12-11T21:14:54.993,1,0.5,0.55,0.69,,,1st Edition Normal,Common,RNR013,Action,Brute,,,Attack,6,3,2,1,<em>The savage rule of the jungle; only the strong survive.</em>
225342,Awakening Bellow (Red),Awakening Bellow Red,https://tcgplayer-cdn.tcgplayer.com/product/225342_200w.jpg,62,2729,https://cpt.tcgcsv.com/S8Q2,2020-10-24T00:50:34.67,1,0.5,0.95,1.09,,,1st Edition Normal,Common,RNR014,Action,Brute,,,,,3,1,1,
225344,Drone of Brutality (Red),Drone of Brutality Red,https://tcgplayer-cdn.tcgplayer.com/product/225344_200w.jpg,62,2729,https://cpt.tcgcsv.com/V8Q2,2020-10-24T00:51:27.857,1,2.99,4.34,49.99,3.74,,1st Edition Normal,Rare,RNR015,Action,Generic,,,Attack,6,2,2,1,
225346,Savage Swing (Yellow),Savage Swing Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225346_200w.jpg,62,2729,https://cpt.tcgcsv.com/X8Q2,2020-10-24T00:53:33.39,1,0.5,0.56,0.58,,,1st Edition Normal,Common,RNR016,Action,Brute,,,Attack,6,3,1,2,"<em>""I should have listened - no amount of money is worth coming to this wretched place.""</em>"
225348,Smash Instinct (Yellow),Smash Instinct Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225348_200w.jpg,62,2729,https://cpt.tcgcsv.com/-8Q2,2020-10-24T00:54:13.233,1,0.75,0.98,0.99,,,1st Edition Normal,Common,RNR017,Action,Brute,,,Attack,6,3,3,2,<em>Following one's instinct may be ill advised.</em>
225352,Barraging Beatdown (Yellow),Barraging Beatdown Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225352_200w.jpg,62,2729,https://cpt.tcgcsv.com/39Q2,2020-10-24T00:50:59.71,1,0.94,0.98,1.31,,,1st Edition Normal,Rare,RNR018,Action,Brute,,,,,3,0,2,
225355,Barraging Brawnhide (Yellow),Barraging Brawnhide Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225355_200w.jpg,62,2729,https://cpt.tcgcsv.com/79Q2,2025-06-23T13:38:31.493,1,0.01,0.26,0.5,,,Normal,Common,RNR019,Action,Generic,,,Attack,6,2,3,2,
225359,Raging Onslaught (Yellow),Raging Onslaught Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225359_200w.jpg,62,2729,https://cpt.tcgcsv.com/c9Q2,2020-10-24T00:52:42.813,1,0.32,0.4,0.5,,,1st Edition Normal,Common,RNR020,Action,Generic,,,Attack,6,3,3,2,"<em>With a deafening roar, he slaughtered the beast, mighty ax easily tearing through flesh and bone. A spray of blood coated his breastplate in dark crimson, staining the dusty earth at his feet.</em>"
225363,Wounded Bull (Yellow),Wounded Bull Yellow,https://tcgplayer-cdn.tcgplayer.com/product/225363_200w.jpg,62,2729,https://cpt.tcgcsv.com/h9Q2,2020-10-24T00:54:47.267,1,0.3,0.34,0.5,,,1st Edition Normal,Common,RNR021,Action,Generic,,,Attack,6,2,3,2,
225366,Springboard Somersault,Springboard Somersault,https://tcgplayer-cdn.tcgplayer.com/product/225366_200w.jpg,62,2729,https://cpt.tcgcsv.com/l9Q2,2020-10-24T00:54:31.837,1,1.71,1.94,2.29,1.94,,1st Edition Normal,Common,RNR022,Defense Reaction,Generic,,,,,2,0,2,
225367,Wrecker Romp (Blue),Wrecker Romp Blue,https://tcgplayer-cdn.tcgplayer.com/product/225367_200w.jpg,62,2729,https://cpt.tcgcsv.com/m9Q2,2020-10-24T00:54:55.327,1,1.98,2.0,3.39,,,1st Edition Normal,Common,RNR023,Action,Brute,,,Attack,6,3,2,3,<em>The savage rule of the jungle; only the strong survive.</em>
225368,Awakening Bellow (Blue),Awakening Bellow Blue,https://tcgplayer-cdn.tcgplayer.com/product/225368_200w.jpg,62,2729,https://cpt.tcgcsv.com/n9Q2,2020-10-24T00:50:25.493,1,0.4,0.43,1.55,,,1st Edition Normal,Common,RNR024,Action,Brute,,,,,3,1,3,
225369,Barraging Beatdown (Blue),Barraging Beatdown Blue,https://tcgplayer-cdn.tcgplayer.com/product/225369_200w.jpg,62,2729,https://cpt.tcgcsv.com/p9Q2,2020-10-24T00:50:50.457,1,1.38,1.49,1.87,1.49,,1st Edition Normal,Rare,RNR025,Action,Brute,,,,,3,0,3,
225370,Primeval Bellow (Blue),Primeval Bellow Blue,https://tcgplayer-cdn.tcgplayer.com/product/225370_200w.jpg,62,2729,https://cpt.tcgcsv.com/q9Q2,2020-10-24T00:52:25.493,1,0.25,0.5,1.49,0.25,,1st Edition Normal,Common,RNR026,Action,Brute,,,,,3,0,3,
225371,Flock of the Feather Walkers (Blue),Flock of the Feather Walkers Blue,https://tcgplayer-cdn.tcgplayer.com/product/225371_200w.jpg,62,2729,https://cpt.tcgcsv.com/r9Q2,2020-10-24T00:51:40.273,1,0.45,0.64,0.69,,,1st Edition Normal,Common,RNR027,Action,Generic,,,Attack,3,2,1,3,
225372,Scour the Battlescape (Blue),Scour the Battlescape Blue,https://tcgplayer-cdn.tcgplayer.com/product/225372_200w.jpg,62,2729,https://cpt.tcgcsv.com/s9Q2,2025-03-05T19:48:32.153,1,0.95,1.0,1.15,,,1st Edition Normal,Common,RNR028,Action,Generic,,,Attack,1,2,0,3,
225373,Timesnap Potion,Timesnap Potion,https://tcgplayer-cdn.tcgplayer.com/product/225373_200w.jpg,62,2729,https://cpt.tcgcsv.com/t9Q2,2025-03-03T22:20:31.783,1,1.98,2.37,5.0,,,1st Edition Normal,Rare,RNR029,Action,Generic,,,Item,,,0,3,
225374,Sigil of Solace (Blue),Sigil of Solace Blue,https://tcgplayer-cdn.tcgplayer.com/product/225374_200w.jpg,62,2729,https://cpt.tcgcsv.com/v9Q2,2020-10-24T00:53:53.17,1,0.25,0.4,0.52,,,1st Edition Normal,Rare,RNR030,Instant,Generic,,,,,,0,3,
225376,Quicken,Quicken,https://tcgplayer-cdn.tcgplayer.com/product/225376_200w.jpg,62,2729,https://cpt.tcgcsv.com/x9Q2,2020-10-24T00:52:33.92,1,0.5,1.3,1.31,1.0,,1st Edition Normal,Token,RNR031,Token,Generic,,,Aura,,,,,
